dam_name,dam_lat,dam_lon,state,local_river,capacity_mcm,YearOfCompletion,YearSource,assigned_seg_id,assigned_river,match_method,snap_dist_km
Pehsari Dam,25.9656,77.7606,Madhya Pradesh,Mowar,44.25,1984.0,"NRLD_2019 (score=0.60, method=first_word_match)",3453.0,Parbati,tier3_nearest,9.03
Dhangaon Dam,23.8472,80.6158,Madhya Pradesh,Local,0.92,,Not found,4369.0,Katni,tier3_nearest,3.32
Silkheda Dam,23.5614,77.25,Madhya Pradesh,Local,3.07,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,11.17
Chhewla Dam,23.4414,79.0019,Madhya Pradesh,Mod Nadi,1.267,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",4125.0,Sonar,tier3_nearest,9.55
Kandra Dam,23.6592,80.6167,Madhya Pradesh,Local,1.1,,Not found,4369.0,Katni,tier3_nearest,14.21
Majholi Dam,24.045,82.6994,Madhya Pradesh,Local,1.029,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",4622.0,Rihand,tier3_nearest,2.73
Bharla Dam,23.1208,75.8797,Madhya Pradesh,Local,1.555,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3654.0,Ashamati,tier3_nearest,5.38
Koka Dam,24.3033,81.2,Madhya Pradesh,Local,3.19,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",4077.0,Tons,tier3_nearest,8.68
Lolki Dam,23.8858,76.1178,Madhya Pradesh,Local,1.35,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3595.0,Lakundar,tier3_nearest,10.26
Harduapondi Dam,23.6406,79.3686,Madhya Pradesh,Local,2.25,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",4287.0,Bearma,tier3_nearest,8.43
Bhouri Dam,23.2747,77.2794,Madhya Pradesh,Local,2.431,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",4191.0,Ajmar,tier3_nearest,3.77
Kalyanpura Dam,23.7667,77.3261,Madhya Pradesh,Mawal,2.68,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,11.24
Sanjay Sagar Dam,24.3742,77.2383,Madhya Pradesh,Gomukh,37.5,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3777.0,Parbati,tier3_nearest,11.2
Gidwasan Dam,25.9192,78.6144,Madhya Pradesh,Local,1.53,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3363.0,Pahuj,tier1_existing,0.439449
Ruthai (Gopi Krishna Sagar) Dam,24.5472,77.2325,Madhya Pradesh,Chopan Nadi,,,Not found,3779.0,Chopani,tier1_existing,0.023532
Hinouta Dam,24.2922,81.2086,Madhya Pradesh,Local,0.488,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4077.0,Tons,tier3_nearest,10.18
Basaura Dam,23.9667,82.5403,Madhya Pradesh,Local,0.866,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4336.0,Mayar,tier1_existing,1.466976
Deora Malhani Dam,24.3253,81.2414,Madhya Pradesh,Local,1.074,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4077.0,Tons,tier3_nearest,9.38
Kodia Dam,23.1614,80.525,Madhya Pradesh,Local,1.25,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",,,unassigned,40.26
Kanari Dam,23.7744,81.3528,Madhya Pradesh,Local,0.6,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4105.0,Son,tier3_nearest,10.97
Barod Dam,24.2678,77.2847,Madhya Pradesh,Local,1.53,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",3777.0,Parbati,tier3_nearest,13.55
Bhirata Dam,24.9514,79.3819,Madhya Pradesh,Local,0.881,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4141.0,Dhasan,tier3_nearest,4.43
Sohira Dam,24.5028,82.3814,Madhya Pradesh,Local,2.297,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4056.0,Gopat,tier3_nearest,4.1
Baliya Dam,24.0869,82.5025,Madhya Pradesh,Local,2.554,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4336.0,Mayar,tier3_nearest,9.17
Chanderi Dam,23.4083,77.3364,Madhya Pradesh,Chamari,7.179,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4192.0,Halali,tier3_nearest,9.14
Ghorapachhar Dam,23.2772,77.5303,Madhya Pradesh,Ghorapachhar Nalla,12.41,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4194.0,Betwa,tier3_nearest,14.24
Barchar Dam,24.0461,81.8967,Madhya Pradesh,Barchar,17.18,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4332.0,Gopat,tier3_nearest,4.08
Sidhkhad Dam,25.7228,78.7375,Madhya Pradesh,Local,1.825,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",3459.0,Pahuj,tier3_nearest,2.06
Vindhya Wasini Dam,24.1744,79.1228,Madhya Pradesh,Local,2.58,1986.0,"NRLD_2019 (score=0.60, method=first_word_match)",4147.0,Bewas,tier3_nearest,7.5
Karanpather Dam,22.9403,81.3294,Madhya Pradesh,Local,0.41,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",4372.0,Johilla,tier3_nearest,3.85
Sarai Dam,23.2486,80.6061,Madhya Pradesh,Local,0.68,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",,,unassigned,28.33
Nainawad Dam,23.3731,76.2358,Madhya Pradesh,Local,0.83,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",3594.0,Lakundar,tier3_nearest,2.38
Tora Dam,25.6633,77.4742,Madhya Pradesh,Local,1.45,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",3453.0,Parbati,tier3_nearest,6.65
Tillar Dam,23.5997,76.1092,Madhya Pradesh,Tillar,52.197,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",3597.0,Tila,tier3_nearest,10.76
Bhaijiya Dam,23.6311,80.5625,Madhya Pradesh,Local,0.626,1987.0,"NRLD_2019 (score=0.60, method=first_word_match)",4369.0,Katni,tier3_nearest,20.54
Silpari Dam,23.4461,81.4419,Madhya Pradesh,Local,1.357,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4385.0,Kunu,tier3_nearest,3.87
Kantoor Nalla Dam,23.0758,81.6789,Madhya Pradesh,Mod Nadi,1.028,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4378.0,Tipan,tier3_nearest,5.17
Gurtara Dam,23.2683,81.4156,Madhya Pradesh,Local,0.65,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4384.0,Son,tier3_nearest,5.1
Butki Dam,23.1261,81.71,Madhya Pradesh,Local,0.98,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4378.0,Tipan,tier1_existing,0.175269
Asawati Dam,24.1772,75.5183,Madhya Pradesh,Local,1.035,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",3634.0,Chambal,tier3_nearest,7.54
Amjhar Dam,23.6967,81.5592,Madhya Pradesh,Local,1.84,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4347.0,Banas,tier3_nearest,7.18
Chateni Dam,24.1639,81.2786,Madhya Pradesh,Local,2.7,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4375.0,Son,tier1_existing,1.938726
Laduna Dam,23.9839,75.3439,Madhya Pradesh,Local,2.963,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",3652.0,Chambal,tier3_nearest,12.72
Kankerkheda Dam,23.0931,77.0394,Madhya Pradesh,Utawali,4.259,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",3790.0,Ajnal,tier3_nearest,10.9
Kaliasote Dam,23.1972,77.4075,Madhya Pradesh,Kaliasot,35.887,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4191.0,Ajmar,tier1_existing,0.041847
Birsinghpur Dam,23.3244,81.0333,Madhya Pradesh,Johila,171.0,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",4372.0,Johilla,tier1_existing,0.044511
Keeratwari Dam,25.8667,78.9667,Madhya Pradesh,Ghatprabha,0.96,1988.0,"NRLD_2019 (score=0.60, method=first_word_match)",3375.0,Pahuj,tier3_nearest,8.92
Tanda Dam,23.1928,76.4936,Madhya Pradesh,Local,0.976,1989.0,"NRLD_2019 (score=0.60, method=first_word_match)",3578.0,Kali Sindh,tier3_nearest,5.95
Baorikheda Dam,24.246,76.0929,Madhya Pradesh,Local,1.9,1989.0,"NRLD_2019 (score=0.60, method=first_word_match)",3570.0,Chauli,tier3_nearest,2.4
Rampura Dam,24.5789,80.0739,Madhya Pradesh,Local,1.627,1989.0,"NRLD_2019 (score=0.60, method=first_word_match)",4268.0,Mirhasan,tier3_nearest,10.75
Laxmikheda Dam,23.805,76.1319,Madhya Pradesh,Local,4.08,1989.0,"NRLD_2019 (score=0.60, method=first_word_match)",3595.0,Lakundar,tier3_nearest,8.87
Mohini Pick-Up Weir Dam,25.6708,77.8861,Madhya Pradesh,Sindh,108.81,,Not found,3469.0,Sindh,tier1_existing,0.24686399999999997
Bachhlon Dam,23.9228,78.29,Madhya Pradesh,Ghatprabha,,1989.0,"NRLD_2019 (score=0.60, method=first_word_match)",4174.0,Bina,tier1_existing,0.041847
Barnai Dam,24.3786,81.8167,Madhya Pradesh,Local,1.661,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4057.0,Son,tier3_nearest,7.36
Johilli Dam,23.38,81.0014,Madhya Pradesh,Johilli,0.687,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4372.0,Johilla,tier1_existing,0.016649999999999998
Girbi Dam,22.9656,81.6658,Madhya Pradesh,Dhupsara,1.45,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4372.0,Johilla,tier3_nearest,6.19
Barbaspur Dam,23.3936,81.025,Madhya Pradesh,Mod Nadi,3.11,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4372.0,Johilla,tier1_existing,1.457985
Maratha Dam,24.1658,81.7178,Madhya Pradesh,Local,1.254,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4354.0,Banas,tier3_nearest,9.28
Bohita Dam,22.895,81.6239,Madhya Pradesh,Kantoor,1.796,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4372.0,Johilla,tier3_nearest,3.86
Bansichikhli Dam,23.3261,79.3181,Madhya Pradesh,Local,2.56,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4308.0,Bearma,tier3_nearest,2.7
Mehroi Dam,23.9228,80.9381,Madhya Pradesh,Sone,5.206,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4102.0,Bhandar,tier3_nearest,2.89
Jhirgiri Dam,23.6431,80.5731,Madhya Pradesh,Jhirgiri Nalla,4.69,1990.0,"NRLD_2019 (score=0.60, method=first_word_match)",4369.0,Katni,tier3_nearest,18.93
Umrar Dam,23.4922,80.8239,Madhya Pradesh,Umrar,18.9,1978.0,"NRLD_2019 (score=0.60, method=first_word_match)",4369.0,Katni,tier3_nearest,14.31
Mahuagaon Dam,24.1131,81.9411,Madhya Pradesh,Local,0.52,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",4332.0,Gopat,tier3_nearest,3.37
Purwa Dam,24.7936,81.2483,Madhya Pradesh,Local,0.768,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",4074.0,Tons,tier1_existing,1.660449
Nalajhiri Dam,24.0211,77.1117,Madhya Pradesh,Local,1.062,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,6.64
Kalyanpur Dam,23.7658,77.3272,Madhya Pradesh,Mawal,0.802,1985.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,11.37
Agar Agari Dam,23.8022,77.0758,Madhya Pradesh,Ajnar Nadi,2.301,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",3583.0,Dudhi,tier3_nearest,11.64
Chinnod Dam,25.4769,78.1889,Madhya Pradesh,Local,2.013,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",3471.0,Bilrai,tier3_nearest,4.64
Bhawanikheda Dam,23.8544,78.155,Madhya Pradesh,Local,2.45,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",4173.0,Kevtan,tier3_nearest,12.62
Garethia Dam,23.6711,77.5131,Madhya Pradesh,Local,14.822,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",4198.0,Baen,tier3_nearest,7.54
Gambhir (Phe) Dam,23.2081,75.635,Madhya Pradesh,Gambhir,63.72,1991.0,"NRLD_2019 (score=0.60, method=first_word_match)",3655.0,Gambhir,tier1_existing,0.047064
Tons Barrage(Mpseb) Dam,24.7036,81.1506,Madhya Pradesh,Tons,35.427,,Not found,4069.0,Asrawal,tier1_existing,0.16461299999999998
Umarhar Dam,24.2117,82.3644,Madhya Pradesh,Local,1.225,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",4335.0,Gopat,tier3_nearest,7.54
Govindpura Dam,24.0867,77.2767,Madhya Pradesh,Local,0.797,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",3776.0,Parbati,tier3_nearest,9.47
Bori Dam,23.4039,76.2297,Madhya Pradesh,Local,1.147,1927.0,"NRLD_2019 (score=0.60, method=first_word_match)",3594.0,Lakundar,tier1_existing,1.778442
Jhamdhar Dam,24.0639,81.8161,Madhya Pradesh,Local,1.522,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",4332.0,Gopat,tier3_nearest,9.32
Korar Dam,24.3558,81.9658,Madhya Pradesh,Local,2.019,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",4334.0,Gopat,tier3_nearest,9.05
Bishanda Dam,24.3806,81.9253,Madhya Pradesh,Bisandha,6.539,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",4057.0,Son,tier3_nearest,9.34
Manikheda Dam,23.6611,77.2056,Madhya Pradesh,Local,3.808,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,4.04
Sahmsherpura Dam,23.8731,77.0892,Madhya Pradesh,Puchi,7.264,1992.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,9.87
Shankarpur Dam,23.4958,76.2444,Madhya Pradesh,Local,0.6,1993.0,"NRLD_2019 (score=0.60, method=first_word_match)",3594.0,Lakundar,tier1_existing,0.04995
Mungatola Dam,23.8939,81.2011,Madhya Pradesh,Local,1.457,1994.0,"NRLD_2019 (score=0.60, method=first_word_match)",4105.0,Son,tier1_existing,1.034187
Upper Chraipani Dam,23.9036,79.6022,Madhya Pradesh,Local,1.28,1994.0,"NRLD_2019 (score=0.60, method=first_word_match)",4290.0,Bearma,tier3_nearest,10.14
Larpur Dam,23.1942,77.4786,Madhya Pradesh,Larpur Nalla,6.13,1994.0,"NRLD_2019 (score=0.60, method=first_word_match)",4191.0,Ajmar,tier3_nearest,4.99
Thara Dam,24.9022,79.685,Madhya Pradesh,Local,0.135,1995.0,"NRLD_2019 (score=0.60, method=first_word_match)",4278.0,Banne,tier3_nearest,12.37
Ganjari Dam,24.0753,81.6569,Madhya Pradesh,Local,2.84,1995.0,"NRLD_2019 (score=0.60, method=first_word_match)",4353.0,Banas,tier3_nearest,9.96
Renjhai Dam,25.7181,77.4639,Madhya Pradesh,Local,1.91,1995.0,"NRLD_2019 (score=0.60, method=first_word_match)",3453.0,Parbati,tier3_nearest,5.95
Budhna Nalla Dam,25.0131,78.0556,Madhya Pradesh,Budhna,15.11,1995.0,"NRLD_2019 (score=0.60, method=first_word_match)",3478.0,Betwa,tier3_nearest,15.46
Bandia Nalla Dam,24.7578,77.1847,Madhya Pradesh,Negri,14.76,1995.0,"NRLD_2019 (score=0.60, method=first_word_match)",3340.0,Parbati,tier1_existing,1.414362
Bairar Dam,25.7186,77.4653,Madhya Pradesh,Local,6.45,1996.0,"NRLD_2019 (score=0.60, method=first_word_match)",3453.0,Parbati,tier3_nearest,5.8
Guradiat Project Dam,23.1669,76.3125,Madhya Pradesh,Local,1.031,1997.0,"NRLD_2019 (score=0.60, method=first_word_match)",3578.0,Kali Sindh,tier3_nearest,9.19
Rupaniyakhal Dam,23.795,75.1714,Madhya Pradesh,Local,13.57,1997.0,"NRLD_2019 (score=0.60, method=first_word_match)",3649.0,Pingla,tier3_nearest,7.26
Guradia Surdas Dam,23.1567,76.3036,Madhya Pradesh,Kalisindh,3.18,1997.0,"NRLD_2019 (score=0.60, method=first_word_match)",3578.0,Kali Sindh,tier3_nearest,9.02
Piplai Dam,23.2933,77.8247,Madhya Pradesh,Local,1.92,1998.0,"NRLD_2019 (score=0.60, method=first_word_match)",4194.0,Betwa,tier3_nearest,12.16
Bamera Dam,23.7775,80.9869,Madhya Pradesh,Halphal,2.83,1984.0,"NRLD_2019 (score=0.60, method=first_word_match)",4102.0,Bhandar,tier3_nearest,15.27
Mahuwa Khera Dam,23.7644,78.6492,Madhya Pradesh,Local,,1999.0,"NRLD_2019 (score=0.60, method=first_word_match)",4143.0,Dhasan,tier3_nearest,8.78
Imlikheda Dam,23.3883,76.8592,Madhya Pradesh,Local,1.519,2000.0,"NRLD_2019 (score=0.60, method=first_word_match)",3586.0,Parbati,tier3_nearest,13.13
Jojharpur Dam,23.3544,78.1708,Madhya Pradesh,Local,2.73,2000.0,"NRLD_2019 (score=0.60, method=first_word_match)",4172.0,Bina,tier3_nearest,15.65
Mundri Dam,24.1875,75.1253,Madhya Pradesh,Local,3.554,2000.0,"NRLD_2019 (score=0.60, method=first_word_match)",3635.0,Sau,tier3_nearest,3.64
Lakhundar Dam,23.2436,76.2578,Madhya Pradesh,Lakhunder,32.15,2000.0,"NRLD_2019 (score=0.60, method=first_word_match)",3594.0,Lakundar,tier3_nearest,14.97
Kathotia Dam,23.4461,81.4419,Madhya Pradesh,Local,1.115,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",4385.0,Kunu,tier3_nearest,3.87
Pondi Dam,22.8717,81.7583,Madhya Pradesh,Local,0.74,1974.0,"NRLD_2019 (score=0.60, method=first_word_match)",4378.0,Tipan,tier3_nearest,15.06
Ahilo Dam,24.1753,82.0575,Madhya Pradesh,Local,1.46,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",4333.0,Gopat,tier3_nearest,8.61
Deorikheda Dam,24.0175,77.1125,Madhya Pradesh,Local,1.33,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,6.56
Sarwankheda Dam,23.5731,75.5506,Madhya Pradesh,Local,1.884,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",3631.0,Shipra,tier3_nearest,5.38
Bagla Dam,23.3592,75.4561,Madhya Pradesh,Local,3.5,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",3658.0,Chambal,tier1_existing,2.184924
Dudhi Dam,23.6647,76.9194,Madhya Pradesh,Dudhi,30.77,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",3583.0,Dudhi,tier2_river_name,8.37
Teergarh Dam,23.9642,79.7222,Madhya Pradesh,Local,7.915,2001.0,"NRLD_2019 (score=0.60, method=first_word_match)",4292.0,Bearma,tier3_nearest,3.78
Khadda Dam,23.9661,81.4672,Madhya Pradesh,Kevatmara,1.625,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",4351.0,Banas,tier3_nearest,4.47
Semariya Dam,23.1828,81.3919,Madhya Pradesh,Utaila,1.008,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",4384.0,Son,tier3_nearest,7.11
Manki Dam,23.9083,77.0431,Madhya Pradesh,Ghorapachhar Nalla,0.789,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",3587.0,Parbati,tier3_nearest,13.53
Phoodra Dam,23.1361,76.6083,Madhya Pradesh,Local,1.038,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",3577.0,Newaj,tier1_existing,1.1736030000000002
Tandikhurd Dam,24.0361,76.8294,Madhya Pradesh,Local,1.407,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",3588.0,Ghora Pachhar,tier3_nearest,2.59
Banskheda Dam,23.8319,76.7242,Madhya Pradesh,Local,3.484,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",3582.0,Newaj,tier3_nearest,2.75
Piplyakala Dam,23.9744,76.4714,Madhya Pradesh,Gunjari,4.824,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",3571.0,Ghar Ganga,tier3_nearest,12.22
Rajiv Sagar (Maksudangarh) Dam,24.0681,77.3114,Madhya Pradesh,Bhader,17.675,,Not found,3775.0,Parbati,tier3_nearest,12.36
Bhaisatori Dam,24.8717,77.1961,Madhya Pradesh,Sukait,8.86,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",3340.0,Parbati,tier3_nearest,10.52
Chambleshwar Dam,24.6569,75.1697,Madhya Pradesh,Rupa Nadi,2.03,2002.0,"NRLD_2019 (score=0.60, method=first_word_match)",3609.0,Khoki,tier3_nearest,7.83
Rajli Dam,24.2733,81.1789,Madhya Pradesh,Rajali Nala,1.468,2003.0,"NRLD_2019 (score=0.60, method=first_word_match)",4077.0,Tons,tier3_nearest,11.22
Deori Dam,24.1475,81.3375,Madhya Pradesh,Local,1.4,1978.0,"NRLD_2019 (score=0.60, method=first_word_match)",4374.0,Son,tier1_existing,0.397824
Junapani Dam,24.1625,75.6592,Madhya Pradesh,Local,1.58,2003.0,"NRLD_2019 (score=0.60, method=first_word_match)",3604.0,Ahu,tier3_nearest,12.23
Ganeshpura Dam,24.1158,76.7781,Madhya Pradesh,Local,2.148,2003.0,"NRLD_2019 (score=0.60, method=first_word_match)",3588.0,Ghora Pachhar,tier3_nearest,2.42
Ghoghatpur Dam,24.1819,76.2733,Madhya Pradesh,Local,3.881,2003.0,"NRLD_2019 (score=0.60, method=first_word_match)",3596.0,Kali Sindh,tier3_nearest,5.72
Rajghat Sagar Dam,23.7244,78.7544,Madhya Pradesh,Bebus,96.0,2003.0,"NRLD_2019 (score=0.60, method=first_word_match)",4147.0,Bewas,tier1_existing,0.074925
Madhar Dam,25.0833,77.8178,Madhya Pradesh,Ghataprabha,12.543,2003.0,"NRLD_2019 (score=0.60, method=first_word_match)",3488.0,Aerma,tier3_nearest,9.01
Parariya Dam,24.7914,79.6103,Madhya Pradesh,Bijauri,3.58,2003.0,"NRLD_2019 (score=0.60, method=first_word_match)",4278.0,Banne,tier3_nearest,11.34
Padaria Dam,23.4231,78.2783,Madhya Pradesh,Local,0.942,2004.0,"NRLD_2019 (score=0.60, method=first_word_match)",4172.0,Bina,tier3_nearest,5.21
Sagonikala Dam,23.5681,77.4594,Madhya Pradesh,Local,2.37,2004.0,"NRLD_2019 (score=0.60, method=first_word_match)",4192.0,Halali,tier3_nearest,10.15
Amalya Dam,24.0303,82.4142,Madhya Pradesh,Local,3.553,,Not found,4336.0,Mayar,tier3_nearest,10.77
Sehra Dam,23.8317,81.7672,Madhya Pradesh,Local,7.73,,Not found,4344.0,Mawai,tier3_nearest,8.98
Bhensrod Dam,23.4158,76.5369,Madhya Pradesh,Local,2.55,1860.0,"NRLD_2019 (score=0.60, method=first_word_match)",3578.0,Kali Sindh,tier3_nearest,10.24
Mahendra Sagar Dam,25.5069,76.7836,Madhya Pradesh,Local,,,Not found,3330.0,Kadwal,tier3_nearest,5.48
Nanukhedi Dam,23.6525,76.1367,Madhya Pradesh,Local,1.473,,Not found,3597.0,Tila,tier3_nearest,7.76
Ghoora Dam,24.9683,79.9594,Madhya Pradesh,Local,3.499,2000.0,"NRLD_2019 (score=0.60, method=first_word_match)",4282.0,Kutni,tier3_nearest,3.01
Deep Sagar Dam,24.9136,78.8661,Madhya Pradesh,Local,1.56,,Not found,4165.0,Jamni,tier3_nearest,11.5
Deri Dam,24.9022,79.2494,Madhya Pradesh,Gorar,2.37,,Not found,4141.0,Dhasan,tier3_nearest,8.83
Katra Dam,24.19,80.2569,Madhya Pradesh,Ghatprabha,2.57,,Not found,4299.0,Ken,tier3_nearest,9.86
Sadwa Dam,24.4664,79.2797,Madhya Pradesh,Ghataprabha,1.96,,Not found,4150.0,Kathan,tier3_nearest,5.19
Bagadih Dam,24.2275,82.3367,Madhya Pradesh,Local,2.005,,Not found,4335.0,Gopat,tier3_nearest,6.0
Pokharidul Dam,24.2006,82.265,Madhya Pradesh,Local,113.0,,Not found,4335.0,Gopat,tier1_existing,0.07214999999999999
Lashuna Dam,24.0583,81.0833,Madhya Pradesh,Local,1.579,,Not found,4375.0,Son,tier3_nearest,6.02
Chhotakidhar Dam,23.9642,82.1303,Madhya Pradesh,Local,1.07,,Not found,4330.0,Gopat,tier3_nearest,2.29
Deori Dam,24.1958,82.1347,Madhya Pradesh,Local,4.76,1978.0,"NRLD_2019 (score=0.60, method=first_word_match)",4335.0,Gopat,tier3_nearest,11.58
Jhirrya Dam,24.0761,82.1372,Madhya Pradesh,Local,9.8,,Not found,4330.0,Gopat,tier3_nearest,8.23
Haridi Dam,23.2989,81.4447,Madhya Pradesh,Local,2.182,,Not found,4384.0,Son,tier3_nearest,2.76
Kuni Dam,23.4847,81.4522,Madhya Pradesh,Local,2.014,,Not found,4385.0,Kunu,tier3_nearest,6.36
Barka Dam,24.1736,82.1369,Madhya Pradesh,Local,3.77,,Not found,4335.0,Gopat,tier3_nearest,10.69
Mithori Dam,23.1825,81.3925,Madhya Pradesh,Local,3.599,,Not found,4384.0,Son,tier3_nearest,7.07
Mahan Dam,24.22,81.5447,Madhya Pradesh,Mahan,104.0,2009.0,"NRLD_2019 (score=0.60, method=first_word_match)",4354.0,Banas,tier1_existing,0.323787
Ban Sagar Dam,24.1856,81.2878,Madhya Pradesh,Sone,6370.0,2006.0,"NRLD_2019 (score=0.60, method=first_word_match)",4375.0,Son,tier1_existing,0.25752
Mudiakheri Dam,23.3494,78.1086,Madhya Pradesh,Local,4.736,,Not found,4196.0,Betwa,tier3_nearest,16.26
Nandkho Dam,23.2508,77.7286,Madhya Pradesh,Local,0.92,,Not found,4194.0,Betwa,tier3_nearest,4.9
Jhikri Dam,22.9378,76.3928,Madhya Pradesh,Local,1.327,,Not found,3593.0,Kali Sindh,tier3_nearest,4.94
Rajsamand Dam,25.0611,73.9006,Rajasthan,Chambal,107.15,1676.0,"NRLD_2019 (score=0.60, method=first_word_match)",3708.0,Gomti,tier1_existing,0.631701
Swaroop Sagar Dam,24.5917,73.6853,Rajasthan,Sisarma,136.8,,Not found,3750.0,Ahar,tier1_existing,1.876788
Hingonia Dam,26.7814,75.4603,Rajasthan,Bandi,7.5,1862.0,"NRLD_2019 (score=0.60, method=first_word_match)",3399.0,Mashi,tier1_existing,0.002664
Chandrana Dam,26.9814,76.2306,Rajasthan,Banganga,4.92,1976.0,"NRLD_2019 (score=0.60, method=first_word_match)",3398.0,Banganga,tier1_existing,0.12820499999999999
Kharad Dam,27.0986,76.1303,Rajasthan,Banganga,9.19,1877.0,"NRLD_2019 (score=0.60, method=first_word_match)",3398.0,Banganga,tier2_river_name,8.46
Kalakh Sagar Dam,26.9764,75.4522,Rajasthan,Bandi River,20.66,1883.0,"NRLD_2019 (score=0.60, method=first_word_match)",3417.0,Mashi,tier1_existing,0.16838699999999998
Tordi Sagar Dam,26.2115,75.4169,Rajasthan,Sohadra,47.14,1887.0,"NRLD_2019 (score=0.60, method=first_word_match)",3428.0,Sohadra,tier1_existing,0.005216999999999999
Madho Sagar Dam,26.8422,76.6506,Rajasthan,Banganga,22.61,1887.0,"NRLD_2019 (score=0.60, method=first_word_match)",3523.0,Banganga,tier3_nearest,15.74
